Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Kristin Davis,9436495790.0,78.0,84.0,86.0,A,Very Good Achivement,544803,Martin Luther School,"321 Allison Tunnel, West Jesse, VI 72169"
Joseph Williams,9839174841.0,38.0,75.0,54.0,C,Below Average Achivement,517819,Martin Luther School,"978 Virginia Mountains Apt. 859, Lindseyshire, AR 92814"
Nicole Lewis,9936944926.0,17.0,14.0,10.0,F,Failed,590570,Martin Luther School,"USCGC Anderson, FPO AE 78602"
Alex Gordon,9765725922.0,93.0,66.0,36.0,B,Average Performance,579565,Martin Luther School,"0524 Ann Port Apt. 269, Garciafort, ID 93294"
Molly Rice,9951479089.0,54.0,73.0,47.0,C,Below Average Achivement,515464,Martin Luther School,"16767 Wilson Wells Suite 138, Ryanfort, NE 01083"
Colleen Johnson,9253099192.0,41.0,48.0,98.0,B,Average Performance,519947,Martin Luther School,"31827 Ryan Trail, Nelsonbury, IL 70753"
Thomas Carr,9066544690.0,62.0,32.0,83.0,C,Below Average Achivement,576821,Martin Luther School,"3624 Molly Burgs, North Chadfort, VT 50456"
Brian Craig,9930374715.0,63.0,84.0,25.0,C,Below Average Achivement,524470,Martin Luther School,"03678 Erica Pine Suite 770, West Brittanyview, KS 27731"
Lori Harris,9409794138.0,48.0,19.0,36.0,D,Poor Pursuance,514680,Martin Luther School,"960 Christina Street, Markville, IN 07277"
Carla Stark,9463425867.0,88.0,65.0,30.0,B,Average Performance,572755,Martin Luther School,"023 Baker Shores Suite 187, North Donna, MH 46474"
Michelle Patterson,9074998800.0,90.0,38.0,20.0,D,Poor Pursuance,574845,Martin Luther School,"697 Jessica Stravenue Suite 181, Lewisburgh, MP 37847"
Sandra Stevens,9346206759.0,52.0,74.0,15.0,D,Poor Pursuance,587743,Martin Luther School,"97773 Glover Canyon Suite 398, Hahnstad, MA 12043"
Jerome Martin MD,9004026537.0,60.0,73.0,96.0,B+,Good Pursuance,585847,Martin Luther School,"40528 Stacey Roads, Stoutview, TX 47171"
Jasmine Rodgers,9894709634.0,18.0,98.0,26.0,D,Poor Pursuance,518739,Martin Luther School,"992 Eric Unions, Gomezville, TX 24715"
Lori Bailey,9390349479.0,55.0,35.0,18.0,D,Poor Pursuance,503252,Martin Luther School,"500 Zimmerman Falls Apt. 546, Lake Brett, CT 41309"
John Green,9095927351.0,23.0,27.0,54.0,D,Poor Pursuance,522815,Martin Luther School,"86102 Bell Lights, Harrisland, ME 26564"
Timothy Johnson,9118215579.0,29.0,98.0,52.0,C,Below Average Achivement,572960,Martin Luther School,"79285 Hayes Keys Suite 327, Port Nicoleland, HI 14673"
Karen Flowers,9647675113.0,92.0,21.0,32.0,D,Poor Pursuance,556727,Martin Luther School,"28716 Rhonda Stravenue Suite 916, New William, LA 63340"
Denise Lewis,9584654291.0,47.0,23.0,33.0,D,Poor Pursuance,599818,Martin Luther School,"167 David Knoll, Nicolefurt, IN 65382"
Alexandra Patterson,9430891419.0,69.0,26.0,73.0,C,Below Average Achivement,537753,Martin Luther School,"USS Anderson, FPO AA 79323"
Chris White,9227157218.0,87.0,21.0,18.0,D,Poor Pursuance,586398,Martin Luther School,"38296 Rachel Courts, New Maryshire, TN 66613"
Frank Barajas,9593710199.0,91.0,72.0,61.0,B+,Good Pursuance,520352,Martin Luther School,"Unit 1351 Box 3180, DPO AP 24243"
Christian Shaw,9757126885.0,98.0,94.0,55.0,A,Very Good Achivement,538713,Martin Luther School,"86546 Craig Ports, West Joshuaport, IA 47022"
Richard Shields,9152423434.0,82.0,60.0,10.0,D,Poor Pursuance,561056,Martin Luther School,"0942 Gregory Crossroad, Lake Charles, ME 91228"
Robert Allen,9527498536.0,80.0,78.0,75.0,B+,Good Pursuance,585463,Martin Luther School,"Unit 8078 Box 8386, DPO AE 84088"
Kendra Miller,9694491918.0,22.0,28.0,80.0,D,Poor Pursuance,599442,Martin Luther School,"39380 Myers Drives Apt. 876, Lake David, LA 38393"
Allison Mcdonald,9888601521.0,88.0,53.0,45.0,B,Average Performance,581077,Martin Luther School,"70703 Robert Mews, Jonesport, HI 81315"
Christian Rodriguez,9952196215.0,97.0,24.0,25.0,D,Poor Pursuance,531833,Martin Luther School,"24513 Morrison Locks, North Jennifer, PR 45952"
Dr. Kristen Mcintosh MD,9268018442.0,48.0,91.0,11.0,D,Poor Pursuance,541245,Martin Luther School,"PSC 1746, Box 7758, APO AE 97698"
Molly Savage,9602469041.0,15.0,45.0,53.0,D,Poor Pursuance,539904,Martin Luther School,"12443 Richard Trail, New John, AR 90043"
Dean Mejia,9990842644.0,20.0,52.0,68.0,D,Poor Pursuance,595683,Martin Luther School,"3543 Carlos Land Suite 997, Port James, FL 14199"
Donald Anderson,9987922067.0,85.0,21.0,60.0,C,Below Average Achivement,557039,Martin Luther School,"7773 Michael Curve Suite 335, Jenkinsland, AL 51433"
Scott Mann,9256604969.0,17.0,59.0,93.0,C,Below Average Achivement,559665,Martin Luther School,"829 White Parks, Port Thomaston, UT 87589"
Larry Anderson,9536613628.0,20.0,100.0,100.0,B+,Good Pursuance,547340,Martin Luther School,"370 Anita Expressway Suite 722, New Emilybury, FL 20945"
Donna Jackson,9102905787.0,24.0,54.0,44.0,D,Poor Pursuance,529774,Martin Luther School,"83905 Acosta Tunnel Suite 475, West Emilyside, KY 64125"
Rebecca Schwartz,9859893668.0,59.0,49.0,48.0,C,Below Average Achivement,517136,Martin Luther School,"25632 Frank Highway Apt. 399, Stephaniechester, VT 75325"
Derek Lindsey,9844702110.0,56.0,60.0,89.0,B,Average Performance,535366,Martin Luther School,"34953 Thomas Common, East John, AS 65413"
Kaitlin Dorsey,9614994440.0,14.0,99.0,24.0,D,Poor Pursuance,533577,Martin Luther School,"0637 King Underpass, South Sarah, NC 07368"
Nicholas Davis,9367277632.0,25.0,59.0,57.0,D,Poor Pursuance,518740,Martin Luther School,"PSC 4478, Box 9234, APO AP 34310"
Lucas Torres,9699276542.0,26.0,84.0,16.0,D,Poor Pursuance,577638,Martin Luther School,"Unit 8243 Box 5638, DPO AP 35731"
Christopher Bell,9247512998.0,53.0,23.0,62.0,D,Poor Pursuance,569076,Martin Luther School,"90630 Leslie Port Suite 588, Daniellebury, AL 13705"
Elizabeth Fernandez,9616744815.0,45.0,86.0,28.0,C,Below Average Achivement,581847,Martin Luther School,"926 Isaac Street, North Russell, IA 32934"
Tracy Miller,9667276040.0,19.0,85.0,69.0,C,Below Average Achivement,556431,Martin Luther School,"PSC 7098, Box 1689, APO AP 88557"
Scott Joseph,9799830148.0,64.0,43.0,33.0,D,Poor Pursuance,590967,Martin Luther School,"26579 Roth Junction, South Jackshire, TN 30631"
Gregory Huber,9622630150.0,41.0,93.0,61.0,B,Average Performance,518031,Martin Luther School,"3233 Rebecca Pike, Sanderstown, TX 01842"
Mark Graham,9833945028.0,91.0,54.0,91.0,B+,Good Pursuance,533088,Martin Luther School,"5904 Jeffrey Gardens, Penningtonchester, AL 35582"
Michael Hughes,9687393695.0,91.0,68.0,18.0,C,Below Average Achivement,532082,Martin Luther School,"45808 Sawyer Mall Suite 472, Jenniferfort, PA 90546"
Daniel Hicks,9404129094.0,59.0,63.0,52.0,C,Below Average Achivement,564115,Martin Luther School,"7278 Thompson Lights Suite 215, West Samantha, MA 85374"
Leslie Gray,9556004031.0,48.0,23.0,47.0,D,Poor Pursuance,596854,Martin Luther School,"973 Moreno Hill Suite 101, Daytown, VI 24609"
Edgar Scott,9283138724.0,10.0,93.0,22.0,D,Poor Pursuance,515008,Martin Luther School,"479 Houston Ranch Suite 413, North Mirandashire, WV 20720"
Jordan Roberts,9510835651.0,15.0,24.0,27.0,F,Failed,566718,Martin Luther School,"0306 Elizabeth Ville, Paceland, AZ 65328"
Arthur Dixon,9121569036.0,92.0,56.0,82.0,B+,Good Pursuance,514316,Martin Luther School,"2945 Mccall Prairie Apt. 626, Phelpstown, OR 37365"
Carrie Smith,9656245584.0,35.0,10.0,53.0,F,Failed,514571,Martin Luther School,"672 Kelley Court Suite 393, Smithshire, UT 31682"
Ashley Alvarado,9973503202.0,58.0,43.0,96.0,B,Average Performance,554540,Martin Luther School,"5818 Donald Wall, East Jackson, AR 74882"
Lisa House,9139533936.0,55.0,87.0,21.0,C,Below Average Achivement,583787,Martin Luther School,"0551 Wiggins Trafficway, Drakefurt, MS 83928"
Jill Johnson,9046648883.0,49.0,88.0,64.0,B,Average Performance,583976,Martin Luther School,"74618 Patrick Valleys Apt. 905, East Erin, FL 84601"
Mark Gutierrez Jr.,9078435926.0,80.0,21.0,49.0,D,Poor Pursuance,542460,Martin Luther School,"253 Harris Corner, West Anthony, AZ 85144"
Marcus Smith,9371546492.0,92.0,70.0,68.0,B+,Good Pursuance,507427,Martin Luther School,"0469 George Well, North Veronica, HI 32590"
David Mitchell,9424282979.0,49.0,53.0,85.0,B,Average Performance,590807,Martin Luther School,"654 Barbara Skyway, Tinafurt, SC 09938"
Jeffrey Baker,9567271087.0,52.0,51.0,46.0,D,Poor Pursuance,562404,Martin Luther School,"398 Bonilla Roads Apt. 414, Lake Jeremyborough, OK 31352"
Lisa Jackson,9803796847.0,15.0,65.0,40.0,D,Poor Pursuance,523190,Martin Luther School,"527 Conway Circle Apt. 234, North Katrina, SC 02955"
Albert Haynes,9302868171.0,81.0,22.0,99.0,B,Average Performance,566370,Martin Luther School,"84381 Jon View, Thomasshire, MH 17112"
Robert Edwards,9852369669.0,70.0,61.0,32.0,C,Below Average Achivement,537461,Martin Luther School,"02493 Walters Spur, North Stephen, NJ 15398"
Edward Farrell,9544925008.0,57.0,36.0,18.0,D,Poor Pursuance,593554,Martin Luther School,"1711 Patricia Grove Suite 891, Lake Cindystad, SC 53205"
Brian Smith,9258948267.0,81.0,82.0,54.0,B+,Good Pursuance,574312,Martin Luther School,"8338 George Greens, Limouth, GA 38238"
Tara Larson,9977448326.0,88.0,21.0,75.0,B,Average Performance,511151,Martin Luther School,"36246 Sanchez Ports Apt. 096, Port Roy, MA 99358"
Frank Mcclure,9441151375.0,36.0,64.0,46.0,D,Poor Pursuance,511607,Martin Luther School,"77222 Alicia Parkways Apt. 093, Port Steven, VT 02196"
Whitney Williams,9942357768.0,58.0,50.0,67.0,C,Below Average Achivement,526854,Martin Luther School,"705 Haynes Dale, Bakerville, CT 63103"
Teresa Smith,9215613670.0,45.0,10.0,35.0,F,Failed,518426,Martin Luther School,"USCGC Parks, FPO AA 30777"
Adrian Smith,9972914666.0,20.0,45.0,48.0,D,Poor Pursuance,574852,Martin Luther School,"8569 Tate Garden Apt. 874, South Mary, KS 89350"
Ellen Roberts,9279393349.0,53.0,14.0,96.0,C,Below Average Achivement,584725,Martin Luther School,"27226 Bridges Parkways Suite 835, South Bryanburgh, NC 77801"
Leslie Jones,9325284454.0,25.0,60.0,100.0,B,Average Performance,516612,Martin Luther School,"2308 Jill Manor Apt. 159, New Lisaton, GA 51736"
Christopher Garrett,9053494230.0,82.0,22.0,38.0,D,Poor Pursuance,526560,Martin Luther School,"USNS Oliver, FPO AA 70798"
Michael Johnson,9942400494.0,70.0,34.0,20.0,D,Poor Pursuance,526923,Martin Luther School,"USNS Brown, FPO AP 51093"
Lisa Williams,9009404806.0,77.0,82.0,91.0,A,Very Good Achivement,504612,Martin Luther School,"096 Smith Plaza, East Adamfort, WA 30851"
Kristin Howard,9125097090.0,31.0,85.0,12.0,D,Poor Pursuance,519512,Martin Luther School,"170 Scott Circles Apt. 761, Brandonview, CT 11699"
Emily Morris,9658495185.0,35.0,70.0,35.0,D,Poor Pursuance,585282,Martin Luther School,"287 Briana Path Suite 246, Gordonton, VA 51358"
Patricia Mclaughlin,9245299040.0,71.0,18.0,55.0,D,Poor Pursuance,582206,Martin Luther School,"7368 Daniel Circles Suite 279, Lake Mason, WA 55360"
Aimee Buchanan,9585961662.0,73.0,65.0,88.0,B+,Good Pursuance,564850,Martin Luther School,"51848 Andrew Flat Apt. 523, Susanhaven, OR 06046"
Christopher Little,9878201794.0,91.0,81.0,26.0,B,Average Performance,506574,Martin Luther School,"39797 Hayes Lake, South Mackenzie, OH 45153"
Kimberly Rush,9199939133.0,34.0,82.0,49.0,C,Below Average Achivement,555339,Martin Luther School,"Unit 9953 Box 1066, DPO AP 35857"
David Hansen,9237965033.0,31.0,100.0,52.0,B,Average Performance,596983,Martin Luther School,"61195 John Walks, Lake Arthurview, MN 18684"
Rachel Matthews,9929765392.0,42.0,58.0,36.0,D,Poor Pursuance,545294,Martin Luther School,"859 Brown Tunnel Apt. 681, Davidville, VI 20703"
Shelly Watson,9174806069.0,78.0,89.0,35.0,B,Average Performance,574553,Martin Luther School,"7310 Amber Springs, Richardfurt, NE 51383"
Andrew Gonzalez,9597316598.0,21.0,17.0,59.0,F,Failed,580410,Martin Luther School,"87515 Kimberly Grove Apt. 875, Port James, MO 45118"
Christopher Smith,9450973079.0,26.0,93.0,12.0,D,Poor Pursuance,574876,Martin Luther School,"40718 Austin Run, Stephanieton, MT 07685"
Monica Sellers,9288226019.0,90.0,81.0,67.0,B+,Good Pursuance,582663,Martin Luther School,"76327 Mcfarland Crossroad, East Nancyport, CT 47239"
Karen Ramirez,9773418262.0,82.0,12.0,19.0,D,Poor Pursuance,502299,Martin Luther School,"828 Haley Village, East Donnafurt, OH 78497"
Sarah Todd,9764059221.0,18.0,100.0,79.0,B,Average Performance,507776,Martin Luther School,"41642 Harris Streets, New Carl, FL 79849"
Christopher Jones,9222153043.0,90.0,31.0,59.0,C,Below Average Achivement,579040,Martin Luther School,"135 Michael Extensions, South Jonathan, AS 03073"
Amber Johnson,9062826266.0,66.0,36.0,36.0,D,Poor Pursuance,535399,Martin Luther School,"4953 James Spring Apt. 728, South Michael, WA 61291"
Stacey Jordan,9645082825.0,53.0,74.0,33.0,C,Below Average Achivement,562587,Martin Luther School,"680 Coleman Radial Suite 306, Prattberg, AL 24097"
Erin Williams,9945267641.0,22.0,13.0,68.0,D,Poor Pursuance,548820,Martin Luther School,"56944 Acevedo Lights, Lake Daniel, IL 59616"
Deborah Harvey,9289151253.0,65.0,76.0,28.0,C,Below Average Achivement,555712,Martin Luther School,"168 Kyle Motorway, North Ruth, MA 77286"
Jasmine Carson,9183610653.0,66.0,100.0,54.0,B+,Good Pursuance,594309,Martin Luther School,"2554 Jeffrey Rapids, Morrismouth, VA 25884"
Jason Roach,9362425144.0,62.0,28.0,74.0,C,Below Average Achivement,537609,Martin Luther School,"408 White Drives Suite 357, Briannaview, PW 18711"
Sarah Day,9226524503.0,45.0,85.0,42.0,C,Below Average Achivement,544705,Martin Luther School,"0686 Young Club Suite 458, New Edwardville, TX 36312"
Gregory Harrison,9214690726.0,77.0,93.0,53.0,B+,Good Pursuance,597462,Martin Luther School,"6642 Stephanie Stravenue Apt. 497, Kellyville, OR 74477"
Michelle Guzman,9131084691.0,11.0,33.0,64.0,D,Poor Pursuance,538813,Martin Luther School,"98022 Morgan Neck Suite 805, Melindaton, VT 34716"
Ronnie Ware,9752081758.0,81.0,52.0,98.0,B+,Good Pursuance,510673,Martin Luther School,"Unit 9268 Box 2926, DPO AE 20926"
Steven Bonilla,9257087702.0,61.0,73.0,28.0,C,Below Average Achivement,522974,Martin Luther School,"USCGC Stewart, FPO AP 49634"
Lori Day,9105883577.0,74.0,90.0,49.0,B+,Good Pursuance,508374,Martin Luther School,"5094 Jones Lodge, Port Adam, LA 97001"
Diane Evans,9314950080.0,61.0,69.0,25.0,C,Below Average Achivement,549691,Martin Luther School,"6634 Robert Villages, Port Steven, FL 98490"
Emily Brown,9005401889.0,24.0,39.0,34.0,F,Failed,539179,Martin Luther School,"4036 Corey Pines, Michaelberg, VT 95015"
Stephanie Wright,9932069752.0,13.0,24.0,37.0,F,Failed,598059,Martin Luther School,"6685 Dustin Port Apt. 443, North Triciaborough, UT 78372"
Matthew Knight,9026787596.0,64.0,59.0,57.0,C,Below Average Achivement,566067,Martin Luther School,"USCGC Herrera, FPO AE 36999"
Michael Paul,9804490546.0,63.0,92.0,100.0,A,Very Good Achivement,572018,Martin Luther School,"96663 Scott Valley, West Leslietown, MI 59018"
Ashley Guerra,9545632135.0,11.0,78.0,62.0,D,Poor Pursuance,559132,Martin Luther School,"0169 Ryan Viaduct Apt. 317, Greenton, PA 58192"
Tyler Rhodes,9375176871.0,87.0,83.0,97.0,A,Very Good Achivement,582485,Martin Luther School,"75705 Moore Lake, South John, NC 48711"
Sarah Russell,9654814354.0,45.0,94.0,28.0,C,Below Average Achivement,598332,Martin Luther School,"8764 Charles Brook Apt. 283, West Monica, AS 43657"
Nicholas Smith,9682795196.0,49.0,16.0,100.0,C,Below Average Achivement,577360,Martin Luther School,"47246 Tamara Pine, Lake Joel, MN 90299"
Christina Benson,9963046130.0,39.0,92.0,84.0,B+,Good Pursuance,535686,Martin Luther School,"8030 Tammy Branch Apt. 824, Melissahaven, UT 75814"
Eric Burns,9697689533.0,86.0,59.0,68.0,B+,Good Pursuance,560821,Martin Luther School,"0421 Melissa Turnpike, Cookberg, FL 70966"
Scott Obrien,9519593213.0,11.0,23.0,40.0,F,Failed,580409,Martin Luther School,"99405 David Parkway Apt. 513, Samuelshire, NV 78290"
Amanda Davenport,9439535151.0,79.0,25.0,51.0,C,Below Average Achivement,573606,Martin Luther School,"781 Turner Valleys, Ginaside, MN 21632"
Cynthia Rodriguez,9915820654.0,37.0,11.0,24.0,F,Failed,503755,Martin Luther School,"Unit 3384 Box 3250, DPO AA 24724"
James Stewart,9087645020.0,80.0,48.0,82.0,B,Average Performance,537883,Martin Luther School,"691 Stewart Manor Suite 653, Port Kyle, RI 95539"
Craig Bauer,9479680499.0,22.0,34.0,37.0,F,Failed,544715,Martin Luther School,"997 Ward Forks Suite 266, New Sheilafurt, VT 01567"
Timothy Kelly,9632632521.0,97.0,93.0,42.0,B+,Good Pursuance,544538,Martin Luther School,"89955 Gamble Knolls Apt. 858, Yvonnehaven, WI 57883"
Jennifer Brown,9304467039.0,49.0,98.0,13.0,C,Below Average Achivement,563877,Martin Luther School,"71964 Dale Lodge Suite 820, Anthonychester, GU 26290"
Angel Hawkins,9796173555.0,40.0,94.0,54.0,B,Average Performance,589818,Martin Luther School,"14751 Scott Brook, South Jean, NY 29405"
Yvette Bolton,9535417742.0,58.0,57.0,30.0,D,Poor Pursuance,567452,Martin Luther School,"00662 Palmer Harbors, West Michelleton, PA 06469"
Nicole Lee,9027862998.0,100.0,77.0,76.0,A,Very Good Achivement,531959,Martin Luther School,"586 Williams Key Suite 426, New Brenda, CA 80370"
Christopher Robinson,9427501204.0,89.0,93.0,12.0,B,Average Performance,525149,Martin Luther School,"6449 Simmons Islands, Bowenberg, SD 01660"
Timothy Gordon,9223664924.0,13.0,33.0,65.0,D,Poor Pursuance,550264,Martin Luther School,"876 Karl Pike, Stephaniechester, NY 63536"
Jeffery Lopez,9282267475.0,58.0,85.0,40.0,B,Average Performance,575374,Martin Luther School,"7400 Tucker Walk, South Lisabury, OR 82899"
Phillip Henderson,9416680380.0,71.0,98.0,64.0,B+,Good Pursuance,599616,Martin Luther School,"95843 Kathryn Burg, Stacieborough, PA 15553"
Steven Anderson,9489699374.0,99.0,42.0,65.0,B,Average Performance,516746,Martin Luther School,"2538 Moore Ford, West James, PW 15381"
Elizabeth Haynes,9467502449.0,68.0,70.0,90.0,B+,Good Pursuance,501906,Martin Luther School,"36721 Jessica Course Suite 893, New Russell, VA 02657"
Sharon Gomez,9584647837.0,25.0,45.0,63.0,D,Poor Pursuance,561820,Martin Luther School,"648 Porter Wells Suite 579, Karaport, AL 94273"
Sean Davis,9068193580.0,19.0,11.0,74.0,D,Poor Pursuance,549787,Martin Luther School,"38827 Jacob Roads Suite 142, New Daniellemouth, NM 45495"
Jeffrey Figueroa,9800606426.0,33.0,71.0,39.0,D,Poor Pursuance,500379,Martin Luther School,"089 Karen Island, Frazierchester, IA 44665"
Wendy Adams,9637052900.0,68.0,71.0,12.0,D,Poor Pursuance,582509,Martin Luther School,"391 Mary Via Suite 146, Lisachester, NV 96735"
Raymond Hatfield,9921592291.0,64.0,94.0,10.0,C,Below Average Achivement,590758,Martin Luther School,"046 Rebecca Mountains Apt. 892, Kellybury, WA 49175"
Elizabeth Doyle,9828578376.0,21.0,89.0,12.0,D,Poor Pursuance,597289,Martin Luther School,"86801 Tracy Well Suite 518, Woodsport, IN 39326"
Crystal Peters,9918805572.0,76.0,31.0,42.0,D,Poor Pursuance,552819,Martin Luther School,"93890 Steele Mission Apt. 391, Lake Jennifermouth, LA 52261"
Olivia Ruiz,9402661061.0,97.0,79.0,81.0,A,Very Good Achivement,538159,Martin Luther School,"07499 Mitchell Locks Apt. 894, Lake Steven, GA 59745"
Francis Bell,9815137435.0,66.0,62.0,70.0,B,Average Performance,528342,Martin Luther School,"2052 Cathy Street Suite 736, Jillbury, NC 86031"
Jennifer Coleman,9341743452.0,46.0,33.0,50.0,D,Poor Pursuance,562425,Martin Luther School,"PSC 4163, Box 2552, APO AA 92997"
John Lewis MD,9255635890.0,15.0,69.0,37.0,D,Poor Pursuance,546016,Martin Luther School,"76179 Romero Divide, East Josephport, AK 84498"
Elizabeth Mason,9270809061.0,96.0,29.0,22.0,D,Poor Pursuance,511715,Martin Luther School,"20799 Jordan Knoll Suite 240, North Davidburgh, NH 18564"
Sharon Carrillo,9324333884.0,100.0,65.0,25.0,B,Average Performance,515027,Martin Luther School,"8281 Holmes Expressway, West Wayneburgh, ME 38531"
Jerry Mcbride,9797285862.0,14.0,34.0,99.0,D,Poor Pursuance,562475,Martin Luther School,"PSC 5196, Box 9038, APO AA 01410"
